legislador_id,PC1,PC2,PC3,agrupacion,agrupacion_color,camara,mail,nombre,partido
108,-2.402077571530512,-1.381412506262577,-0.02888530976202608,Massismo y aliados,#b185b7,senadores,gcamano@diputados.gob.ar,"CAMAÑO,  Graciela",CONSENSO FEDERAL
118,-1.1656088602946673,-1.3417700913999793,3.1281092296463426,Kirchnerismo/PJ,#A5D4E5,senadores, gcarmona@diputados.gob.ar,"CARMONA,  Guillermo Ramón",FRENTE PARA LA VICTORIA
122,-0.08948284323493859,-0.6463081560000637,0.12494844471242562,Cambiemos,#FEDB30,senadores,ecarrio@diputados.gob.ar,"CARRIÓ,  Elisa María",COALICIÓN CÍVICA
124,-2.045346771608748,3.4043546106778626,-0.5465048873897,Kirchnerismo/PJ,#A5D4E5,senadores,gcaselles@diputados.gob.ar,"CASELLES.,  Graciela María",PARTIDO BLOQUISTA DE SAN JUAN
125,7.584199558705885,0.16561326322251513,1.349995579614693,Massismo y aliados,#b185b7,senadores,carlos.caserio@senado.gob.ar ,"Caserio.,  Carlos Alberto",
129,7.900385920790868,0.9146790922549763,-1.8204856034125088,Kirchnerismo y aliados,#A5D4E5,senadores,julio.catalanmagni@senado.gov.ar ,"CATALAN MAGNI.,  Julio César",
139,-1.1222061967107213,-1.3061618516437872,3.055594231572283,Kirchnerismo/PJ,#A5D4E5,senadores,aciampini@diputados.gob.ar,"CIAMPINI,  José Alberto",FRENTE PARA LA VICTORIA
143,-3.115488078992894,2.6702994198830075,2.0038111461743164,Kirchnerismo/PJ,#A5D4E5,senadores,mcleri@diputados.gob.ar,"CLERI,  Marcos",FRENTE PARA LA VICTORIA
153,-1.2780298794621292,-1.7159258144461198,-3.0660846515135285,Cambiemos,#FEDB30,senadores,,"CORNEJO,  Alfredo Victor",UNIÓN CÍVICA RADICAL
156,1.5198117166960945,-0.46906123608403094,0.42969407773117685,Cambiemos,#FEDB30,senadores,ecosta@diputados.gob.ar,"COSTA,  Eduardo Raúl",
173,4.488174370706509,0.34689474706612716,-1.0900227156572297,Kirchnerismo y aliados,#A5D4E5,senadores,delarosa@senado.gov.ar ,"de la ROSA., Maria Graciela",
175,-1.0537437186183432,-2.099538146960848,-2.861041716906432,Cambiemos,#FEDB30,senadores,,"DE MARCHI,  Omar Bruno",PRO
177,-0.6413640269814048,-1.1109711042358228,1.8993808254589166,Kirchnerismo/PJ,#A5D4E5,senadores, edepedro@diputados.gob.ar,"de PEDRO,  Eduardo Enrique",FRENTE PARA LA VICTORIA
208,-1.7803214693092437,3.053831218149529,-1.0885785785150628,Kirchnerismo/PJ,#A5D4E5,senadores,,"FELIX,  Omar",SOMOS MENDOZA
211,7.261139338650436,0.13222955228561717,1.5807492678855783,Kirchnerismo y aliados,#A5D4E5,senadores,anabel.fernandezsagasti@senado.gob.ar ,"FERNÁNDEZ SAGASTI.,  Anabel",
224,6.151964174860607,0.5912891365762559,-1.3676504332844208,Otros,#A6A6A6,senadores,maria.fiorevinuales@senado.gov.ar ,"FIORE VIÑUALES.,  María Cristina del Valle",
238,9.191883034725159,0.46082913810995935,1.005782493204596,Kirchnerismo y aliados,#A5D4E5,senadores,silvina.garcialarraburu@senado.gov.ar ,"GARCIA LARRABURU.,  Silvina Marcela",
260,-3.0262508242202872,2.646982231013801,1.6828401008771243,Kirchnerismo/PJ,#A5D4E5,senadores,jgioja@diputados.gob.ar,"Gioja., José Luis",FRENTE PARA LA VICTORIA
265,5.627897445687209,0.5581183514270456,-1.2720027884059975,Kirchnerismo y aliados,#A5D4E5,senadores,ruperto.godoy@senado.gov.ar ,"GODOY.,  Ruperto Eduardo",
266,2.2528694342572373,-0.4571805852525327,0.6349303943361985,Cambiemos,#FEDB30,senadores,ggonzalez@diputados.gob.ar,"GONZÁLEZ,  Gladys Esther",
270,7.999856301282353,0.22975056804834174,1.4565473912442937,Kirchnerismo y aliados,#A5D4E5,senadores,nancy.gonzalez@senado.gob.ar ,"GONZALEZ.,  Nancy Susana",
274,-2.659092752737652,3.1514020017539983,1.041346707786072,Kirchnerismo/PJ,#A5D4E5,senadores,lgrosso@diputados.gob.ar,"GROSSO.,  Leonardo",MOVIMIENTO EVITA
290,2.8964611430928278,-0.6639160360477504,2.4673307320070745,Kirchnerismo y aliados,#A5D4E5,senadores,aianni@diputados.gob.ar,"IANNI,  Ana María",
293,-1.2259224173758594,-2.8131837554960337,-1.7778461163728498,Cambiemos,#FEDB30,senadores,,"IGLESIAS,  Fernando Adolfo",PRO
297,5.367433652613877,0.5020657989316646,-1.227363600147476,Kirchnerismo y aliados,#A5D4E5,senadores,juan.irrazabal@senado.gov.ar ,"IRRAZABAL.,  Juan Manuel",
310,-1.2323745730823201,-1.403221329935741,3.238347090644313,PJ ,#A05F11,senadores, pkosiner@diputados.gob.ar,"KOSINER,  Pablo Francisco Juan",JUSTICIALISTA
311,-1.067177381719085,-1.8417086429841711,2.296693688599984,Cambiemos,#FEDB30,senadores,dkroneberger@diputados.gob.ar,"KRONEBERGER,  Daniel Ricardo",UNIÓN CÍVICA RADICAL
316,-1.2973590226478489,-0.479451554452833,2.59831404600342,Kirchnerismo/PJ,#A5D4E5,senadores,alarroque@diputados.gob.ar,"LARROQUE,  Andrés",FRENTE PARA LA VICTORIA
323,3.4794601774133227,0.14646348896677147,-0.8233869059174607,Kirchnerismo y aliados,#A5D4E5,senadores,maria.leguizamon@senado.gov.ar ,"LEGUIZAMON.,  María Laura",
362,6.822659149442781,0.4447491400864277,-0.839396126999722,Cambiemos,#FEDB30,senadores,ernesto.martinezcarignano@senado.gov.ar,"Martínez.,  Ernesto Félix",
371,-0.10667464240024407,-0.5183096905500749,0.7763465771708268,Kirchnerismo/PJ,#A5D4E5,senadores,mmendoza@diputados.gob.ar,"MENDOZA,  Mayra Soledad",FRENTE PARA LA VICTORIA
374,9.867759746958772,0.5855994889354177,0.6373475609220688,Kirchnerismo y aliados,#A5D4E5,senadores,dalmacio.mera@senado.gob.ar ,"MERA.,  Dalmacio",
381,10.228688321686388,0.653172192252688,0.6364255799005842,Kirchnerismo y aliados,#A5D4E5,senadores,beatriz.mirkin@senado.gob.ar ,"MIRKIN.,  Beatriz Graciela",
382,-1.962180765287984,3.4308603058944818,-0.7255015441540317,Kirchnerismo/PJ,#A5D4E5,senadores,,"MOISES,  María Carolina",JUSTICIALISTA
403,-2.4144339007649074,1.7427917397325388,1.3534726649453532,Otros,#A6A6A6,senadores, gnavarro@diputados.gob.ar,"NAVARRO,  Graciela",FRENTE CÍVICO POR SANTIAGO
405,-2.575468386413549,-3.2531631962575567,-0.9531389644648032,Cambiemos,#FEDB30,senadores,mnegri@diputados.gob.ar,"NEGRI,  Mario Raúl",UNIÓN CÍVICA RADICAL
410,-2.424945355467479,-2.6705904273815206,-1.033331089376541,Cambiemos,#FEDB30,senadores,,"OCAÑA,  Maria Graciela",PRO
412,-0.14207925542352437,-0.622756079024532,0.7145059819557024,Cambiemos,#FEDB30,senadores,aolmedo@diputados.gob.ar,"OLMEDO.,  Alfredo Horacio",SALTA SOMOS TODOS
419,-1.7572528177036955,3.594512640522595,-1.0614739942004565,Kirchnerismo/PJ,#A5D4E5,senadores,,"OSUNA,  Blanca Inés",FRENTE DE TODOS
421,9.695847973833416,0.5309417029497564,0.8382322171580306,PJ ,#A05F11,senadores,juan.pais@senado.gob.ar ,"PAIS.,  Juan Mario",
429,-1.18985613093619,-1.6081277305941601,2.9314696761710133,Otros,#A6A6A6,senadores,mpastoriza@diputados.gob.ar,"PASTORIZA,  Mirta Ameliana",FRENTE CÍVICO POR SANTIAGO
440,6.619687125739157,0.7007320232233385,-1.5524724524006768,Kirchnerismo y aliados,#A5D4E5,senadores,omar.perotti@senado.gob.ar ,"PEROTTI.,  Omar Ángel",
445,-1.0930355092283355,-1.439049574527473,2.8145171231515773,Kirchnerismo/PJ,#A5D4E5,senadores,hpietragallac@diputados.gob.ar,"PIETRAGALLA CORTI,  Horacio",FRENTE PARA LA VICTORIA
446,6.874932116500937,0.0389334031378932,1.765196609998263,Kirchnerismo y aliados,#A5D4E5,senadores,maria.pilattivergara@senado.gov.ar ,"PILATTI VERGARA.,  María Inés",
447,6.697649792686468,0.6764326037551339,-1.5691589929710883,Cambiemos,#FEDB30,senadores,federico.pinedo@senado.gob.ar ,"PINEDO.,  Federico",
479,-1.2160174330552658,-1.5348071041816156,-2.8528395826383925,Cambiemos,#FEDB30,senadores,,"RITONDO,  Cristian",PRO
499,4.837512257223183,0.33380345412497686,-1.0541983261210808,Cambiemos,#FEDB30,senadores,angel.rozas@senado.gov.ar ,"ROZAS.,  Ángel",
510,-1.2323745730823341,-1.4032213299357141,3.238347090644231,Kirchnerismo/PJ,#A5D4E5,senadores,wsantillan@diputados.gob.ar,"SANTILLÁN,  Walter Marcelo",FRENTE PARA LA VICTORIA
512,2.6096924859657538,-0.7075434047326845,2.5054919438252106,Kirchnerismo/PJ,#A5D4E5,senadores,,"SAPAG,  Silvia Estela",
513,-1.527395758179833,1.5402382922703042,-1.7741258156335566,Consenso Federal / PJ no K,#00FF50,senadores,,"SARGHINI,  Jorge Emilio",CONSENSO FEDERAL
514,-1.746711726202735,3.0534716361646383,-1.329966158166462,Otros,#A6A6A6,senadores,,"SARTORI,  Diego Horacio",FRENTE DE LA CONCORDIA MISIONERO
526,4.263831472716499,0.24525610080560653,-0.6845083746095189,Otros,#A6A6A6,senadores,fernando.solanas@senado.gov.ar ,"SOLANAS.,  Fernando Ezequiel",
527,-0.9426917346431414,-1.401801887284801,2.4037013786803154,Kirchnerismo/PJ,#A5D4E5,senadores,jsolanas@diputados.gob.ar,"SOLANAS,  Julio Rodolfo",FRENTE PARA LA VICTORIA
540,-2.252976867318417,-3.2227267381082867,-1.453251575539981,Cambiemos,#FEDB30,senadores,aterada@diputados.gob.ar,"TERADA,  Alicia",COALICIÓN CÍVICA - ARI - UNEN
547,-1.3302547411799988,-1.699354361994609,-2.640257332545587,Cambiemos,#FEDB30,senadores, ptonelli@diputados.gob.ar,"TONELLI,  Pablo Gabriel",UNIÓN PRO
587,1.4525048306416333,-0.5174346813801315,0.5825677017081692,Cambiemos,#FEDB30,senadores,,"ZIMMERMANN,  Víctor",Juntos por el Cambio
588,-1.8562599574795584,2.281927890055538,-0.9338452417271326,Kirchnerismo/PJ,#A5D4E5,senadores,,"ZOTTOS,  Miguel Andrés Costas",JUSTICIALISTA
590,1.2521016915911292,-0.721604353936944,0.6109800959869244,Cambiemos,#FEDB30,senadores,mlousteau@diputados.gob.ar,"lousteau,  martín",EVOLUCIÓN RADICAL
595,-1.167977848313119,-1.2167609659917171,-0.68932913970642,Cambiemos,#FEDB30,senadores,ebrizueladelmoral@diputados.gob.ar,"brizuela del moral,  eduardo segundo",FTE. CÍVICO Y SOCIAL DE CATAMARCA
598,-1.536964037415623,-1.9779250449703851,-2.808232541726313,Cambiemos,#FEDB30,senadores,dmestre@diputados.gob.ar,"mestre,  diego matías",UNIÓN CÍVICA RADICAL
603,-2.6237610160948077,-2.785529978607576,-1.0606768230808492,Cambiemos,#FEDB30,senadores,mburgos@diputados.gob.ar,"burgos,  maría gabriela",UNIÓN CÍVICA RADICAL
605,9.263565919518602,0.8284908931870091,-1.31409785975628,Cambiemos,#FEDB30,senadores,julio.cobos@senado.gob.ar ,"Cobos.,  julio césar cleto",
607,-2.320078388473341,-3.2834698221182186,-1.1295385002856595,Cambiemos,#FEDB30,senadores, lpetri@diputados.gob.ar,"petri,  luis alfonso",UNIÓN CÍVICA RADICAL
608,-2.52232088011081,-3.0438876496937644,-0.6033767408774349,Cambiemos,#FEDB30,senadores,lpastori@diputados.gob.ar,"pastori,  luis mario",UNIÓN CÍVICA RADICAL
609,-2.610158711468762,-3.1847306045168153,-0.8179786042421591,Cambiemos,#FEDB30,senadores, jriccardo@diputados.gob.ar,"riccardo,  josé luis",UNIÓN CÍVICA RADICAL
614,-1.6457581790138196,-2.043034185329732,-2.594312851899468,Cambiemos,#FEDB30,senadores,jcano@diputados.gob.ar,"cano,  josé manuel",UNIÓN CÍVICA RADICAL
616,-0.7813838482751326,-1.0174375206495692,2.258361751504805,Kirchnerismo/PJ,#A5D4E5,senadores,vdondap@diputados.gob.ar,"donda,  victoria",SOMOS
619,-1.1254342340650791,-1.63116022802531,-2.7446321913051013,Cambiemos,#FEDB30,senadores,hbaldassi@diputados.gob.ar,"baldassi,  héctor",PRO
623,-2.2409224141821067,-2.7144263886807556,-0.9569758772780129,Cambiemos,#FEDB30,senadores,gscaglia@diputados.gob.ar,"scaglia,  gisela",PRO
626,-1.0749627374518895,-1.4797871157363431,2.7689455823057902,Kirchnerismo/PJ,#A5D4E5,senadores, jcabandie@diputados.gob.ar,"cabandié,  juan",FRENTE PARA LA VICTORIA
628,-1.7572528177037232,3.5945126405225967,-1.0614739942004603,Kirchnerismo/PJ,#A5D4E5,senadores,cheller@diputados.gob.ar,"heller,  carlos salomón",FRENTE DE TODOS
638,-1.7572528177037288,3.594512640522616,-1.0614739942004876,Kirchnerismo/PJ,#A5D4E5,senadores, agaillard@diputados.gob.ar,"gaillard,  ana carolina",FRENTE DE TODOS
647,-1.2047072078018988,-1.411855786793397,3.154974574237524,Kirchnerismo/PJ,#A5D4E5,senadores,msoria@diputados.gob.ar,"soria,  maría emilia",FRENTE PARA LA VICTORIA
651,-1.1602528581097589,-1.4033232496856587,3.060931367041925,Kirchnerismo/PJ,#A5D4E5,senadores,scastro@diputados.gob.ar,"castro,  sandra",FRENTE PARA LA VICTORIA
653,-2.7627289699010906,2.724542567016545,1.0537375329185044,Kirchnerismo/PJ,#A5D4E5,senadores,jvgonzalez@diputados.gob.ar,"gonzález,  josefina victoria",FRENTE PARA LA VICTORIA
658,-1.2323745730823379,-1.4032213299357377,3.2383470906442087,Kirchnerismo/PJ,#A5D4E5,senadores, mperez@diputados.gob.ar,"pérez,  martín alejandro",FRENTE PARA LA VICTORIA
666,-1.121098880423979,-1.3811781279193018,2.9250375956181967,Kirchnerismo/PJ,#A5D4E5,senadores,ilotto@diputados.gob.ar,"lotto,  inés beatriz",FRENTE PARA LA VICTORIA
672,0.05091804810931188,-0.5452518912817329,0.2904650750236248,Kirchnerismo/PJ,#A5D4E5,senadores, fsola@diputados.gob.ar,"solá,  felipe",RED POR ARGENTINA
673,-0.03173200230273495,-0.4520659085645038,0.6589434524166319,Kirchnerismo/PJ,#A5D4E5,senadores,jdemendiguren@diputados.gob.ar,"de mendiguren,  josé ignacio",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
678,-1.5116956703234943,2.9881362841070755,-0.9330718651361222,Kirchnerismo/PJ,#A5D4E5,senadores,mschwindt@diputados.gob.ar,"schwindt,  maría liliana",FRENTE DE TODOS
687,-3.0020144128155954,2.2048507490028353,1.5094828758620287,Kirchnerismo/PJ,#A5D4E5,senadores,fmoyano@diputados.gob.ar,"moyano,  facundo",RED POR ARGENTINA
695,-0.500392554826921,-3.3128732589057837,1.5470561673017367,Izquierda,#D23939,senadores, ndelcano@diputados.gob.ar,"del caño,  nicolás",PTS - FRENTE DE IZQUIERDA
703,-1.7572528177037243,3.594512640522646,-1.0614739942004936,Kirchnerismo/PJ,#A5D4E5,senadores,ncarrizo@diputados.gob.ar,"CARRIZO,  NILDA MABEL",FRENTE DE TODOS
715,-2.2079874590901287,-2.3719547784646795,-0.9760437550690872,Cambiemos,#FEDB30,senadores,ccarrizo@diputados.gob.ar,"CARRIZO,  ANA CARLA",EVOLUCIÓN RADICAL
738,-3.090101338579255,2.6152882235481703,1.875754032482572,Kirchnerismo/PJ,#A5D4E5,senadores,mtundis@diputados.gob.ar,"TUNDIS,  MIRTA",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
740,-2.2562939682410033,-2.704106062184693,-1.4956190911639389,Cambiemos,#FEDB30,senadores,ecaceres@diputados.gob.ar,"CÁCERES,  EDUARDO",PRO
763,-0.8197672506934565,-1.6970419327380382,1.7281999643582968,Cambiemos,#FEDB30,senadores,csliermann@diputados.gob.ar,"Schmidt Liermann, Cornelia",UNIÓN PRO
765,-1.6544890038141273,-2.786713239545331,-1.379005062676653,Cambiemos,#FEDB30,senadores,,"Laspina,  Luciano",PRO
769,0.05091804810931267,-0.5452518912817427,0.29046507502364255,Kirchnerismo/PJ,#A5D4E5,senadores, lherrera@diputados.gob.ar,"Herrera., Luis Beder",JUSTICIALISTA
770,-0.28185376945016233,-0.5761572281816987,1.1864296801757577,Kirchnerismo/PJ,#A5D4E5,senadores,dbossio@diputados.gob.ar,"Bossio., Diego",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
771,-2.3246050419153157,3.302680555938011,0.20283720867682656,Kirchnerismo/PJ,#A5D4E5,senadores,mbritez@diputados.gob.ar,"Britez., María Cristina",FRENTE PARA LA VICTORIA
773,-1.1243304541481838,-1.3170736985546694,3.0283220377250744,Kirchnerismo/PJ,#A5D4E5,senadores,acarol@diputados.gob.ar,"Carol., Analuz Ailen",FRENTE PARA LA VICTORIA
775,-1.1215413445814795,-1.499231499754917,2.8357165956542296,Kirchnerismo/PJ,#A5D4E5,senadores,ccastagneto@diputados.gob.ar,"Castagneto., Carlos",FRENTE PARA LA VICTORIA
776,3.130120276020397,-0.6634445170341962,2.5406000386983023,Otros,#A6A6A6,senadores,mcloss@diputados.gob.ar,"Closs., Maurice Fabián",
779,-0.2036120949719342,-0.6717471658333863,0.810473126205315,Kirchnerismo/PJ,#A5D4E5,senadores,ldeponti@diputados.gob.ar,"De Ponti., Lucila María",MOVIMIENTO EVITA
781,-1.2317095778527551,-1.4824095698686375,3.1587307765451373,Otros,#A6A6A6,senadores,ddistefano@diputados.gob.ar,"Di Stefano., Daniel",FRENTE DE LA CONCORDIA MISIONERO
782,2.054654552557157,-0.9949929194759469,3.6975415179116946,Kirchnerismo/PJ,#A5D4E5,senadores,cdonate@diputados.gob.ar,"Doñate., Claudio Martín ",FRENTE PARA LA VICTORIA
783,-2.868485263684672,2.7930790261160725,1.5097285990450855,Kirchnerismo/PJ,#A5D4E5,senadores,gestevez@diputados.gob.ar,"Estevez., Gabriela",FRENTE PARA LA VICTORIA
784,-0.9571464229311488,-1.349661100923477,2.469755918208226,Kirchnerismo/PJ,#A5D4E5,senadores,sfrana@diputados.gob.ar,"Frana., Silvina Patricia",FRENTE PARA LA VICTORIA
785,-1.2173077187785672,-1.4390907698943065,3.139270198266046,Otros,#A6A6A6,senadores,jfranco@diputados.gob.ar,"Franco., Jorge Daniel",FRENTE DE LA CONCORDIA MISIONERO
786,0.0509180481094052,-0.5452518912817665,0.290465075023708,Kirchnerismo/PJ,#A5D4E5,senadores,ffurlan@diputados.gob.ar,"Furlán., Francisco",FRENTE PARA LA VICTORIA
787,-0.8849717003910774,-1.1172278586795268,2.6649021754012234,Kirchnerismo/PJ,#A5D4E5,senadores,ngarre@diputados.gob.ar,"Garré., Nilda",FRENTE PARA LA VICTORIA
788,-0.19608476719890616,-0.6680314975147634,0.7845476221528476,Kirchnerismo/PJ,#A5D4E5,senadores,agrana@diputados.gob.ar,"Grana., Adrián",FRENTE PARA LA VICTORIA
789,-1.0804234074340602,-1.2864448444149568,2.9080306671888994,Kirchnerismo/PJ,#A5D4E5,senadores, mguerin@diputados.gob.ar,"Guerín., María Isabel",FRENTE PARA LA VICTORIA
790,-1.118284969283957,-1.4436564042706241,2.8476354637749184,Kirchnerismo/PJ,#A5D4E5,senadores,shorne@diputados.gob.ar,"Horne., Silvia Reneé",MOVIMIENTO EVITA
791,-1.0657990172877967,-1.4403676562091716,2.719632774846816,Kirchnerismo/PJ,#A5D4E5,senadores,jhuss@diputados.gob.ar,"Huss., Juan Manuel",FRENTE PARA LA VICTORIA
792,-2.9813922244155546,2.62224761499636,1.5861126654643547,Kirchnerismo/PJ,#A5D4E5,senadores,sigon@diputados.gob.ar,"Igon., Santiago",FRENTE PARA LA VICTORIA
793,0.12586068820684182,-0.4790081092961837,0.1730619502694589,Kirchnerismo/PJ,#A5D4E5,senadores,akicillof@diputados.gob.ar,"Kicillof., Axel",FRENTE PARA LA VICTORIA
794,-2.6115148495987577,2.977617284413363,0.8259717677292021,Kirchnerismo/PJ,#A5D4E5,senadores,mkirchner@diputados.gob.ar,"Kirchner., Máximo",FRENTE PARA LA VICTORIA
796,0.12586068820683924,-0.47900810929617404,0.17306195026942633,Kirchnerismo/PJ,#A5D4E5,senadores, omacias@diputados.gob.ar,"Macias., Oscar Alberto",JUSTICIALISTA
797,-3.0285824717981447,2.6055191250643004,1.6958649510032717,Kirchnerismo/PJ,#A5D4E5,senadores,mmasin@diputados.gob.ar,"Masín., María Lucila",FRENTE PARA LA VICTORIA
798,-1.049559350986072,-1.3326111563935796,2.756352632942872,Kirchnerismo/PJ,#A5D4E5,senadores,vmercado@diputados.gob.ar,"Mercado., Verónica",FRENTE PARA LA VICTORIA
799,-1.208446951776253,-1.434451204936153,3.1436627908252155,Kirchnerismo/PJ,#A5D4E5,senadores,pmiranda@diputados.gob.ar,"Miranda., Pedro Rubén",JUSTICIALISTA
800,0.1258606882068278,-0.4790081092961799,0.17306195026943438,Kirchnerismo/PJ,#A5D4E5,senadores,jforellana@diputados.gob.ar,"Orellana., José Fernando",JUSTICIALISTA POR TUCUMÁN
801,-0.000370902538312867,-0.4950610585033213,0.48686499620372997,Kirchnerismo/PJ,#A5D4E5,senadores,jpereyra@diputados.gob.ar,"Pereyra., Juan Manuel",CONCERTACIÓN FORJA
802,0.05091804810931257,-0.5452518912817493,0.2904650750236334,Kirchnerismo/PJ,#A5D4E5,senadores,arachq@diputados.gob.ar,"Rach Quiroga., Analía",FRENTE PARA LA VICTORIA
803,-0.017534419829040714,-0.5936693571155525,0.413067256066314,Otros,#A6A6A6,senadores,aramos@diputados.gob.ar,"Ramos., Alejandro",PRIMERO ARGENTINA
804,-1.204707207801896,-1.4118557867933996,3.154974574237552,Kirchnerismo/PJ,#A5D4E5,senadores,fraverta@diputados.gob.ar,"Raverta., María Fernanda",FRENTE PARA LA VICTORIA
805,1.3362387175342127,-1.5935673589236423,5.375820017000733,Kirchnerismo/PJ,#A5D4E5,senadores,mrodriguez@diputados.gob.ar,"Rodríguez., Matías",FRENTE PARA LA VICTORIA
806,-0.8425269841766019,-1.1792643593834804,2.370648922668011,Kirchnerismo/PJ,#A5D4E5,senadores,rrodriguez@diputados.gob.ar,"Rodríguez., Rodrigo",FRENTE PARA LA VICTORIA
807,-1.7398091709138095,3.462436702993521,-0.8146186242626813,Kirchnerismo/PJ,#A5D4E5,senadores,jruiza@diputados.gob.ar,"Ruiz Aragón., José",FRENTE PARA LA VICTORIA
808,2.9800888422789353,-0.6682512254911966,2.4860531735115687,PJ ,#A05F11,senadores,gsnopek@diputados.gob.ar,"Snopek., Guillermo",
809,-1.2323745730823341,-1.403221329935737,3.2383470906442122,Kirchnerismo/PJ,#A5D4E5,senadores,asoraire@diputados.gob.ar,"Soraire., Mirta Alicia",FRENTE PARA LA VICTORIA
810,0.05091804810931437,-0.5452518912817523,0.2904650750236452,Otros,#A6A6A6,senadores,jtaboada@diputados.gob.ar,"Taboada., Jorge Omar",RED POR ARGENTINA
811,-3.1387507050693926,2.6223410549505393,2.018879131894221,Kirchnerismo/PJ,#A5D4E5,senadores,ltailhade@diputados.gob.ar,"Tailhade., Luis Rodolfo",FRENTE PARA LA VICTORIA
812,-0.8774375826315098,-1.262133563855155,2.407366519328412,Kirchnerismo/PJ,#A5D4E5,senadores,lvolnovich@diputados.gob.ar,"Volnovich., Luana",FRENTE PARA LA VICTORIA
813,0.12586068820683866,-0.4790081092961943,0.17306195026946483,Kirchnerismo/PJ,#A5D4E5,senadores, sziliotto@diputados.gob.ar,"Ziliotto., Sergio Raúl",JUSTICIALISTA
819,-0.17655044869810604,-0.6460758780829876,0.7856567512254867,Kirchnerismo/PJ,#A5D4E5,senadores,gbevilacqua@diputados.gob.ar,"Bevilacqua., Gustavo",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
821,-0.13830564439212598,-0.7003960141414203,0.5933467572612245,Massismo y aliados,#b185b7,senadores,agrandinetti@diputados.gob.ar,"Grandinetti., Alejandro Ariel",CONSENSO FEDERAL
822,-1.0199392262994837,-1.646115100523046,2.3599761945803293,Massismo y aliados,#b185b7,senadores,mlavagna@diputados.gob.ar,"Lavagna., Marco Juan",CONSENSO FEDERAL
823,-0.5296212830252283,-0.8233081688263982,1.5532152202918847,Peronismo no K,#00FF50,senadores, jbrugge@diputados.gob.ar,"Brügge., Juan",CÓRDOBA FEDERAL
